job_id,title,company,url,first_seen,last_seen,active,status,description
2846499,Tesztmérnök,CTDI Budapest Kft.,https://www.profession.hu/allas/tesztmernok-ctdi-budapest-kft-budapest-2846499?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve CTDI Budapest Kft. Munkavégzés helye 1183 Budapest, Tóth Árpád utca 1. Kis türelmet... Egyéb juttatások Cafeteria Szakmai tréningek Munkába járás támogatás Munkaidő, foglalkoztatás jellege Teljes munkaidő Alkalmazotti jogviszony Általános munkarend Elvárt technológiák C C++ LINUX HARDWARE PYTHON UBUNTU DEBIAN VISUAL STUDIO WORD POWERPOINT EXCEL Biztosított eszközök Laptop Mobiltelefon Elvárások Angol középfok 3-5 év tapasztalat Felsőoktatási szakképzés  Cafeteria Szakmai tréningek Munkába járás támogatás Teljes munkaidő Alkalmazotti jogviszony Általános munkarend C C++ LINUX HARDWARE PYTHON UBUNTU DEBIAN VISUAL STUDIO WORD POWERPOINT EXCEL Laptop Mobiltelefon Angol középfok 3-5 év tapasztalat Felsőoktatási szakképzés  Állás leírása Feladatok A vevő, illetve a vállalat tulajdonában levő tesztrendszerek üzemeltetése, karbantartása, ellenőrzése, szükség esetén fejlesztése. Tesztprogramok írása, fejlesztése, üzemeltetése Folyamatos kapcsolat tartás a CTDI Test Designe csapattal Időszakos kapcsolat tartás a vevővel Riportok, kimutatások készítése Esetleges új tesztberendezések beszerzése, kiválasztástól az árajánlatkérésen keresztül a megrendelésig, a vásárolt új teszter beüzemelése, tesztfolyamatok létrehozása, leoktatása. Elvárások minimum releváns technikusi végzettség a következő programozási nyelvek és környezetek alkalmazás szintű ismerete Linux (Ubuntu/Debian) Raspbian (Raspberry programozás) Python C, C+, C# Visual Studio QT analóg és digitális rendszerek alapos ismerete számítástechnikai ismeretek (Excel, Word, PowerPoint, hardware stb.) Előnyt jelent Felsőfokú szakirányú végzettség, villamosmérnöki oklevél Hasonló területen szerzett tapasztalat Home gateway eszköz technológiák (DOCSIS, GPON, DSL) ismerete Amit kínálunk Versenyképes fizetés Erős cafetéria juttatási csomag Rugalmas munkaidő Folyamatos szakmai és egyéb továbbképzési lehetőségek. Stabil és megbízható vállalati háttér. Fiatalos csapat, kiváló és inspiráló munkahelyi légkör. Céginformáció Cégünk, a CTDI Kft. egy multinacionális elektronikai készülékek nagytételes javításával és felújításával foglalkozó vállalat. Jelentkezés a cégnél MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Tesztelő, Tesztmérnök Budapest Budapest Álláshirdetés jelentése"
2846347,IT Adatbázis és Alkalmazásüzemeltető Mérnök,Magyar Suzuki Zrt.,https://www.profession.hu/allas/it-adatbazis-es-alkalmazasuzemelteto-mernok-magyar-suzuki-zrt-esztergom-2846347?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve Magyar Suzuki Zrt. Munkavégzés helye Esztergom Kis türelmet... Munkaidő, foglalkoztatás jellege Teljes munkaidő Általános munkarend Elvárt technológiák UNIX LINUX ORACLE MYSQL MSSQL Elvárások Angol középfok 3-5 év tapasztalat Főiskola  Teljes munkaidő Általános munkarend UNIX LINUX ORACLE MYSQL MSSQL Angol középfok 3-5 év tapasztalat Főiskola  Állás leírása Feladatok Unix/Linux alapú rendszereken rendszerintegrációs feladatok elvégzése, menedzselése Adatbázisok, (Oracle, MySQL, MSSQL) adminisztrációja Scripting eszközök rutinszerű használata Üzleti osztályok és külső partnerek támogatása és oktatása Elvárások IT felsőfokú végzettség vagy ezzel egyenértékű tapasztalat Minimum 3 éves rendszergazdai tapasztalat Középfokú angol nyelvtudás Proaktív és kreatív hozzáállás problémák megoldásában B kategóriás jogosítvány Előnyt jelent Webalkalmazás szerverek ismeret Hálózatüzemeltetési ismeretek Amit kínálunk Kihívásokkal teli munkakör Stabil, multinacionális vállalati háttér egy nagy múltú autógyárban Vállalat által finanszírozott céges buszjárat 50 km-es körzetből (Budapestről is!) Jól tervezhető munkaidő-beosztás Vállalat által finanszírozott melegétkezési lehetőség napi egyszer SZÉP kártya juttatás Kedvezményes vásárlási lehetőségek a környéken Kedvezményes Suzuki vásárlási lehetőség Képzési, továbbképzési, előrelépési lehetőség Dolgozói ajánlói program, ahol Te ajánlasz, mi fizetünk! Széleskörű ötletmenedzsment rendszer: díjazzuk az ötleteid! Jelentkezés módja Jelentkezés Jelentkezem MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Adatbázisszakértő Komárom-Esztergom megye Esztergom Álláshirdetés jelentése"
2846277,IT megfelelőségi munkatárs,Egis Gyógyszergyár Zrt.,https://www.profession.hu/allas/it-megfelelosegi-munkatars-egis-gyogyszergyar-zrt-budapest-2846277?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve Egis Gyógyszergyár Zrt. Munkavégzés helye Hibrid • 1106 Budapest, Keresztúri út 30-38. Kis türelmet... Munkaidő, foglalkoztatás jellege Teljes munkaidő Általános munkarend Elvárások Angol középfok 1-3 év tapasztalat Főiskola  Teljes munkaidő Általános munkarend Angol középfok 1-3 év tapasztalat Főiskola  Állás leírása Feladatok Egy stabil, munkavállaló-központú szervezetet keresel, ahol változatos feladatok és egy profi, elkötelezett csapat vár? Csatlakozz Magyarország és a régió egyik vezető gyógyszeripari vállalatához az Egishez. IT igazgatóságunkra keressük új kollégánkat, IT MEGFELELŐSÉGI MUNKATÁRS pozícióba. Meglévő és bevezetendő szoftverek validálása, tesztelése és dokumentálása IT GxP és adatintegritás szerinti megfelelőség biztosítása a szoftvertámogatott rendszerek esetében Laboratóriumi, vállalatirányítási szoftverek validálása, tesztelése, ellenőrzése Rendszeres ellenőrzések végzése és a tapasztalt eltérések kezelése az elkészített validálásokban Validált rendszerek változtatáskövetésének támogatása A validáláshoz kapcsolódó szabályozási környezet nyomonkövetése DATA integrity guidelinek (EU GxP, FDA, MHRA) ismerete és ezek alkalmazása a szoftver validálások során Elvárások Jelentkezz hozzánk ha felsőfokú szakirányú végzettséged van GAMP 5, GxP, gyógyszeripari elvárásokat jól ismered Szoftver tesztelési, validálási előírások ismeret, Data Integrity guideok ismerettel rendelkezel Középfokú angol nyelvtudásodat szívesen használnád, (főként írásban lesz rá szükséged) Szoftver tesztelési, fejlesztési fázisok ismereted van Analitikus szemléletmód mellett jellemző rád a nagyfokú fejlődési igény, nyitottság a folyamatos tanulásra, új ismeretek elsajátítására Nyitott vagy határozott idejű munkaszerződésre Előnyt jelent 21 CFR Part 11, EU GMP Annex 11 előrások ismerete, gyógyszeripari tapasztalat Amit kínálunk A 13. havi jutalom és széleskörű cafeteria mellett számos érvünk van arra, hogy az EGIS-t válaszd! Nálunk kihívást jelentő, változatos, szakmai fejlődést biztosító feladatokon dolgozhatsz Számítunk az ötleteidre, véleményedre Magán egészségbiztosítási juttatást nyújtunk minden munkavállalónk számára Home office lehetőséget biztosítunk Nyaranta Balaton-parti üdülőinkben töltheted a szabadságodat Orvosi rendelőinkben széleskörű szolgáltatások érhetők el számodra: fogászat, bőrgyógyászat stb. Saját óvodánk, bölcsődénk van Számtalan sportolási és szabadidős tevékenység közül választhatsz Minden munkavállalónkra csoportos élet - és baleset biztosítást kötünk Céginformáció Magyarország, Közép- és Kelet-Európa egyik vezető generikus gyógyszeripari vállalataként tevékenységünk a gyógyszeripar összes értékteremtő folyamatát átfogja a kutatás-fejlesztéstől a hatóanyag- és késztermék-gyártáson át az értékesítésig. Jelentkezés módja Kérjük, pályázatát a jelentkezem gombra kattintva küldje el. Jelentkezés a cégnél MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Tesztelő, Tesztmérnök Budapest Budapest Álláshirdetés jelentése"
2845848,Bi analyst (senior),PROFESSION SERVICES,https://www.profession.hu/allas/bi-analyst-senior-profession-services-budapest-2845848/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve PROFESSION SERVICES Munkavégzés helye Budapest Nézze meg a jelentkezők átlag bérigényét! Ft/hó Megnézem Ön felfedte a jelentkezők átlag bérigényét N. e Ft/hó Részletek Kis türelmet... Egyéb juttatások Cafeteria Szakmai tréningek Nyelvtanulás támogatása Munkaidő, foglalkoztatás jellege Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő Elvárt technológiák BI SQL POWER BI AGILIS Biztosított eszközök Workstation Elvárások Angol középfok vagy Német középfok 5-10 év tapasztalat Felsőoktatási szakképzés  Cafeteria Szakmai tréningek Nyelvtanulás támogatása Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő BI SQL POWER BI AGILIS Workstation Angol középfok vagy Német középfok 5-10 év tapasztalat Felsőoktatási szakképzés  Állás leírása Céginformáció Partnerünk egy nemzetközi hátterű, dinamikusan növekvő IT vállalat, amely a bankszektor digitális jövőjét formálja. Több mint 800 egyedi fejlesztésű szoftvermegoldással dolgozik, modern, innovatív környezetben, ahol valódi hatása van a munkádnak. Budapesti csapatuk folyamatosan bővül. CSATLAKOZZ Feladatok Riport- és dashboard fejlesztési igények elemzése Megfelelő technológiák kiválasztása a megvalósításhoz Riportok és dashboardok fejlesztése Power BI környezetben Agilis csapatmunka nemzetközi környezetben Új eszközök és módszerek folyamatos kipróbálása Tudásmegosztás a csapaton belül Elvárások Tapasztalat adatmodellezésben, adatelemzésben, riportfejlesztésben SQL és Power BI ismeret Riportolási és adatvizualizációs technológiák ismerete Társalgási szintű angol vagy német nyelvtudás Juttatások Hibrid munkavégzés – akár havi 80% home office Évi 450 000 Ft cafeteria (SZÉP-kártya) 13. havi fizetés Hosszú távú projektek stabil, nemzetközi környezetben Szakmai képzések, nyelvtanfolyamok Budapest belvárosi (V. kerületi) iroda Rugalmas munkaidő (6:00–22:00 között) Előnyt jelent Power Apps / Power Automate ismerete Elemző gondolkodásmód, komplex rendszerek átlátása Munkahelyi extrák Céges étkező Céges rendezvények Jelentkezés módja Magyar + ANGOL/NÉMET nyelvű önéletrajzzal lehet jelentkezni. A Profession Services mint magán-munkaközvetítő (nyilvántartási szám: BPM/01/15807-3/2015-1003) fogadja a jelentkezéseket. Jelentkezem MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Adatbázisszakértő Budapest Budapest Álláshirdetés jelentése"
2845844,Full-Stack fejlesztő (Medior / Senior),PROFESSION SERVICES,https://www.profession.hu/allas/full-stack-fejleszto-medior-senior-profession-services-budapest-2845844/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve PROFESSION SERVICES Munkavégzés helye Budapest Kis türelmet... Egyéb juttatások Cafeteria Szakmai tréningek Nyelvtanulás támogatása Munkaidő, foglalkoztatás jellege Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő Elvárt technológiák GIT SQL JIRA CONFLUENCE SCRUM BITBUCKET Biztosított eszközök Workstation Elvárások Angol középfok és Német középfok 3-5 év tapasztalat Felsőoktatási szakképzés  Cafeteria Szakmai tréningek Nyelvtanulás támogatása Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő GIT SQL JIRA CONFLUENCE SCRUM BITBUCKET Workstation Angol középfok és Német középfok 3-5 év tapasztalat Felsőoktatási szakképzés  Állás leírása Céginformáció Partnerünk egy nemzetközi hátterű, dinamikusan növekvő IT vállalat, amely a bankszektor digitális jövőjét formálja. Több mint 800 egyedi fejlesztésű szoftvermegoldással dolgozik, modern, innovatív környezetben, ahol valódi hatása van a munkádnak. Budapesti csapatuk folyamatosan bővül. CSATLAKOZZ Feladatok Webalapú alkalmazások fejlesztése és karbantartása Frontend és backend fejlesztés Angular és Java környezetben Részvétel agilis fejlesztői csapatmunkában Nemzetközi projektekben való aktív együttműködés Elvárások 3+ év Java (11+) fejlesztési tapasztalat 2+ év Angular fejlesztési tapasztalat Spring Boot ismeret Hibernate tapasztalat SQL ismeretek HTML5, CSS3, JavaScript / TypeScript ismeretek Medior szinten német, senior szinten angol (vagy német nyelvtudás) Juttatások Hibrid munkavégzés – akár havi 80% home office Évi 450 000 Ft cafeteria (SZÉP-kártya) 13. havi fizetés Hosszú távú projektek stabil, nemzetközi környezetben Szakmai képzések, nyelvtanfolyamok Budapest belvárosi (V. kerületi) iroda Rugalmas munkaidő (6:00–22:00 között) Előnyt jelent QueryDSL Atlassian eszközök (Jira, Confluence, Bitbucket) Jenkins vagy hasonló CI/CD toolok REST, Maven OpenAPI / Swagger SonarQube / SonarLint Git Quarkus Munkahelyi extrák Céges étkező Céges rendezvények Jelentkezés módja Magyar + ANGOL/NÉMET nyelvű önéletrajzzal lehet jelentkezni. A Profession Services mint magán-munkaközvetítő (nyilvántartási szám: BPM/01/15807-3/2015-1003) fogadja a jelentkezéseket. Jelentkezem MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Programozó, Fejlesztő Budapest Budapest Álláshirdetés jelentése"
2845831,Szoftvertesztelő (senior),PROFESSION SERVICES,https://www.profession.hu/allas/szoftvertesztelo-senior-profession-services-budapest-2845831/pro?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve PROFESSION SERVICES Munkavégzés helye Budapest Kis türelmet... Egyéb juttatások Cafeteria Szakmai tréningek Nyelvtanulás támogatása Munkaidő, foglalkoztatás jellege Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő Elvárt technológiák SQL Biztosított eszközök Workstation Elvárások Angol középfok vagy Német középfok 5-10 év tapasztalat Főiskola  Cafeteria Szakmai tréningek Nyelvtanulás támogatása Teljes munkaidő Alkalmazotti jogviszony Rugalmas munkaidő SQL Workstation Angol középfok vagy Német középfok 5-10 év tapasztalat Főiskola  Állás leírása Céginformáció Partnerünk egy nemzetközi hátterű, dinamikusan növekvő IT vállalat, amely a bankszektor digitális jövőjét formálja. Több mint 800 egyedi fejlesztésű szoftvermegoldással dolgozik, modern, innovatív környezetben, ahol valódi hatása van a munkádnak. Budapesti csapatuk folyamatosan bővül. CSATLAKOZZ Feladatok Tesztesetek kidolgozása és végrehajtása sprintenként Frontend és service interfészek tesztelése (pl. Postman) Tesztadatok kezelése, eredmények ellenőrzése adatbázisban Hibák dokumentálása, hibaelemzés támogatása Együttműködés fejlesztőkkel és követelménymérnökökkel Regressziós és élesítés előtti tesztek végrehajtása Aktív részvétel az agilis meetingeken Elvárások Alkalmazástesztelésben és tesztesetek készítésében szerzett tapasztalat (senior szint) Műszaki vagy informatikai végzettség SQL ismeret Agilis környezetben szerzett tapasztalat Társalgási szintű német/angol nyelvtudás Programozási ismeretek előny Juttatások Hibrid munkavégzés – akár havi 80% home office Évi 450 000 Ft cafeteria (SZÉP-kártya) 13. havi fizetés Hosszú távú projektek stabil, nemzetközi környezetben Szakmai képzések, nyelvtanfolyamok Budapest belvárosi (V. kerületi) iroda Rugalmas munkaidő (6:00–22:00 között) Munkahelyi extrák Céges étkező Céges rendezvények Jelentkezés módja Magyar + ANGOL/NÉMET nyelvű önéletrajzzal lehet jelentkezni. A Profession Services mint magán-munkaközvetítő (nyilvántartási szám: BPM/01/15807-3/2015-1003) fogadja a jelentkezéseket. Jelentkezem MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Tesztelő, Tesztmérnök Budapest Budapest Álláshirdetés jelentése"
2845291,Release manager,TIGRA Zrt.,https://www.profession.hu/allas/release-manager-tigra-zrt-budapest-2845291?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve TIGRA Zrt. Munkavégzés helye Budapest Kis türelmet... Munkaidő, foglalkoztatás jellege Teljes munkaidő Alkalmazotti jogviszony Általános munkarend Elvárások Angol középfok 3-5 év tapasztalat Főiskola  Teljes munkaidő Alkalmazotti jogviszony Általános munkarend Angol középfok 3-5 év tapasztalat Főiskola  Állás leírása Céginformáció A Tigra Zrt. 30 év szakmai tapasztalattal, több mint 320 főállású munkavállalóval, évi 17 milliárd HUF forgalommal a magyar ICT szektor egyik meghatározó szereplője. Ha szeretnél egy elismert, innovatív és nyitott, fiatalos csapatnak részese lenni, szeretnél tovább fejlődni, akkor csatlakozz hozzánk Release manager munkakörbe Pontosan milyen feladataid lennének? Vállalati szintű release-folyamatok megtervezése, ütemezése és koordinálása; Release kalendárium kialakítása és karbantartása, ütközések és erőforrás-konfliktusok kezelése; A fejlesztői, tesztelői, üzemeltetési és üzleti csapatok közötti kommunikáció biztosítása; Build-, deploy- és verziókezelési folyamatok felügyelete; Release-dokumentációk készítése (release notes, changelog); Kockázatok, függőségek és visszagörgetési (rollback) tervek kezelése; Release-automatizálási folyamatok támogatása, fejlesztése; Incidenskezelés és problémakezelés támogatása release-ek során és után; CI/CD pipeline-ok működésének felügyelete, optimalizálása; Minőségbiztosítási és megfelelőségi követelmények betartatásának támogatása; Szívesen megismerünk, ha alapos Git ismerettel rendelkezel (branching strategy: GitFlow, Trunk based, Release branch model); van tapasztalatod Build- és release-artifaktok verziókezelésében és -követésében (SemVer, date-based versioning); rendelkezel Tagelés és release branch-ek kezelésében szerzett tapasztalattal; magabiztos ismereted van az alábbi CI/CD rendszereket illetően: Jenkins, GitLab CI, Azure DevOps Pipelines, Argo CD/Flux (GitOps) és megérted a pipeline-ok működését, tapasztalatod van hibaelhárításban és deployment szakaszok felügyeletében; ismered a Build és csomagolási folyamatok verziókezelését, mint Maven alapismeretek, Node.js és Angular build folyamatok ismerete, Docker image-ek buildelése és verziókezelése, Artifactory, Nexus vagy GitHub Packages használata; alapos ismereteid vannak Deployment technológiák kapcsán az alábbi területeken: Kubernetes (helm chart kezelés, rollout stratégia), Cloud platformok: AWS, Azure, GCP, Deployment minták; rendelkezel monitoring és minőségbiztosítási területeken szerzett tapasztalattal, loggyűjtő rendszerek ismeretével (ELK, Splunk, Grafana Loki), monitoring eszközök használatával (Prometheus, Grafana, Datadog, New Relic), ismerettel release utáni after-care folyamatok követésében KPI-ok alapján; van tapasztalatod DevOps területen; Containerek mélyebb ismerete nem okoz gondot; szereztél tapasztalatot nagyvállalati release környezetben; ITIL v3/v4 tudással is rendelkezel (Change Management); automatizálási toolok (Python, Bash) használatában szereztél tapasztalatot; rendelkezel legalább 3-5 éves gyakorlattal hasonló pozícióban; kiváló elemző- és dokumentációs képességed van; megoldás-centrikus szemléleted van kiváló problémamegoldó képességgel kombinálva; precizitás jellemző Rád, mert törekszel a teljességre; ügyfélorientált szemlélettel és jó kommunikációs készséggel rendelkezel. Amit cserébe kínálunk neked a versenyképes fizetésen és intellektuális kihíváson túl: Csatlakozás egy olyan szakmai közösséghez, amelynek a munkáját megbecsülik Társadalmilag hasznos projektek Támogató vállalati kultúra, ami gondoskodik a személyre szabott karrierútról Napi 7,5 óra elvárt munkaidő Egy csapatot, aki örül az életeseményeidnek, legyen az házasság vagy gyermekáldás, s ezt még anyagilag is segíti Cég által biztosított orvosi szűrővizsgálatok Évente több csapatépítő rendezvény Céges, családtagokra is kiterjeszthető egészségbiztosítás Céges életmód program Orvosi szoba Cég által biztosított rendszeres sportolási lehetőségek Születésnapi extra szabadság Lehetőség hibrid munkavégzésre Munkahelyi extrák Orvosi felügyelet Céges rendezvények Sportolási lehetőség Jelentkezés módja Ha ajánlatunk elnyerte tetszésedet és alkalmasnak érzed magad a pozíció betöltésére, küldd el fényképes magyar nyelvű önéletrajzodat a lenti ""Jelentkezem"" gombra kattintva. Jelentkezem MENTÉS Állás, munka területe(i) IT programozás, Fejlesztés Programozó, Fejlesztő Budapest Budapest Álláshirdetés jelentése"
2844979,Devops Intern,Tata Consultancy Services Limited,https://www.profession.hu/allas/devops-intern-tata-consultancy-services-limited-budapest-2844979?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve Tata Consultancy Services Limited Munkavégzés helye Budapest Kis türelmet... Egyéb juttatások Szakmai tréningek Munkaidő, foglalkoztatás jellege Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony Elvárt technológiák DEVOPS ANSIBLE DOCKER CLOUD LINUX GIT VIRTUALIZATION API SECURITY AZURE AWS AGILE JENKINS DATA MANAGEMENT. Elvárások Angol felsőfok Nem kell tapasztalat Középiskola  Szakmai tréningek Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony DEVOPS ANSIBLE DOCKER CLOUD LINUX GIT VIRTUALIZATION API SECURITY AZURE AWS AGILE JENKINS DATA MANAGEMENT. Angol felsőfok Nem kell tapasztalat Középiskola  Állás leírása ABOUT US: TCS Hungary, in its IT services area, implements best-in-class solutions for the Business 4.0 era, enabling strong digital foundations for our customers worldwide. Our work includes hybrid cloud solutions, hand-in-hand with Google Cloud or Amazon Web Services native architectures,building scalable and efficient solutions. Our scope of work covers agile, cloud-based and fullstack application development, DevOps automation and many more. IF WE BREAK THIS ROLE DOWN INTO KEY TASKS, THIS IS WHAT YOU'LL BE DOING: Learn devops principles Design and implement CI/CD pipelines Work with Ansible, Docker and Kubernetes and various PaaS solutions Study large scale, cloud native software architectures Gain experience working in agile DevOps methodology Gain experience working at a fast-growing, truly colourful company Work closely with senior engineer collegaues and mentors EXPERIENCE AND SKILLS YOU POSSESS: A full-time BSc/MSc student enrolled at a Hungarian university studying Computer Science or related studies Required to complete a mandatory internship during your studies which is no more than 320 hours About the internship: Internship start date: 22nd June, 2026 Duration: 8 weeks (320 hours, 40 hours/week) Recruitment process will end latest by 31st May (or when all roles are fulfilled) The key requirements for the intern role are: Fluent English and interest in an international experience Good experience with Linux, shell scripting, Git or Virtualization or Jenkins and would like to extend your skills as a devops engineer Interest in modern DevOps practices Interest in large scale, international development projects ... and it would be nice if you know: Git or similar for Continuous Integration and Jenkins or similar for Contunuous Delivery Deployment of RESTful APIs and related concepts (API management, security, etc.) Microsoft Azure, Amazon Web Services or Google Cloud Platform in any nature HERE ARE A FEW BENEFITS YOU CAN EXPECT: Possibility to start a global career in IT in a global and multicultural environment (part-time & full-time upon the completion of your studies) Digital internship program focused on constant innovation and application of emerging technology Possibility to work with clients leading in their industries Internship induction & mentoring program Comprehensive opportunities for additional training and development through our Talent Development programme and online learning platforms A successful employee engagement & community volunteering platform Work extras Cafe Corporate events Bicycle storage Parking Sports facilities Jelentkezem MENTÉS Állás, munka területe(i) IT Development Programmer, Developer Budapest Budapest Álláshirdetés jelentése"
2844968,Data Engineer Intern,Tata Consultancy Services Hungary,https://www.profession.hu/allas/data-engineer-intern-tata-consultancy-services-hungary-budapest-2844968?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve Tata Consultancy Services Hungary Munkavégzés helye Budapest Kis türelmet... Egyéb juttatások Szakmai tréningek Munkaidő, foglalkoztatás jellege Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony Elvárások Angol felsőfok Nem kell tapasztalat Középiskola  Szakmai tréningek Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony Angol felsőfok Nem kell tapasztalat Középiskola  Állás leírása ABOUT US: TCS Hungary, in its IT services area, implements best-in-class solutions for the Business 4.0 era, enabling strong digital foundations for our customers worldwide. Our work includes hybrid cloud solutions, hand-in-hand with Google Cloud or Amazon Web Services native architectures,building scalable and efficient solutions. Our scope of work covers agile, cloud-based and fullstack application development, DevOps automation and many more. IF WE BREAK THIS ROLE DOWN INTO KEY TASKS, THIS IS WHAT YOU'LL BE DOING: Learn data engineering principles Learn to design and implement ETL processes and pipelines Work with SQL, Python and different programming languages and notebooks Learn Power BI report building, Data Bricks and various ETL tools Gain experience with Azure-based hybrid cloud solutions for data engineering along with some exposure to AWS solution Gain experience working at a fast-growing, truly colourful company Work closely with senior engineer colleagues and mentors EXPERIENCE AND SKILLS YOU POSSESS: A full-time BSc/MSc student enrolled at a Hungarian university studying Computer Science or related studies Required to complete a mandatory internship during your studies which is no more than 320 hours About the internship: Internship start date: 22nd June, 2026 Duration: 8 weeks (320 hours, 40 hours/week) Recruitment process will end latest by 31st May (or when all roles are fulfilled) The key requirements for the intern role are: Fluent English and interest in an international experience Experience in high level programming languages, such as Python, PySpark or C++ Interest in data engineering and business intelligence Interest in large scale, international development projects related to corporate data management and business intelligence ... and it would be nice if you know: Linux basics and shell scripting Stream and batch processing concepts, ETL and corporate data architectures Cloud platforms in any nature SQL or no-SQL databases Apache Spark or PySpark HERE ARE A FEW BENEFITS YOU CAN EXPECT: Possibility to start a global career in IT in a global and multicultural environment (part-time & full-time upon the completion of your studies) Digital internship program focused on constant innovation and application of emerging technology Possibility to work with clients leading in their industries Internship induction & mentoring program Comprehensive opportunities for additional training and development through our Talent Development programme and online learning platforms A successful employee engagement & community volunteering platform Work extras Cafe Corporate events Bicycle storage Parking Sports facilities Jelentkezem MENTÉS Állás, munka területe(i) IT Development Database Expert Budapest Budapest Álláshirdetés jelentése"
2844971,QA Intern,Tata Consultancy Services Limited,https://www.profession.hu/allas/qa-intern-tata-consultancy-services-limited-budapest-2844971?sessionId=ed7061b1d89e7c95ce70868e0e3baa03,2026-03-04,2026-03-05,True,active,"Cég neve Tata Consultancy Services Limited Munkavégzés helye Budapest Kis türelmet... Egyéb juttatások Szakmai tréningek Munkaidő, foglalkoztatás jellege Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony Elvárások Angol felsőfok Nem kell tapasztalat Középiskola  Szakmai tréningek Teljes munkaidő Szakmai gyakorlat Alkalmazotti jogviszony Angol felsőfok Nem kell tapasztalat Középiskola  Állás leírása ABOUT US: TCS Hungary, in its IT services area, implements best-in-class solutions for the Business 4.0 era, enabling strong digital foundations for our customers worldwide. Our work includes hybrid cloud solutions, hand-in-hand with Google Cloud or Amazon Web Services native architectures,building scalable and efficient solutions. Our scope of work covers agile, cloud-based and fullstack application development, DevOps automation and many more. IF WE BREAK THIS ROLE DOWN INTO KEY TASKS, THIS IS WHAT YOU'LL BE DOING: Learn QA/testing principles Design and implement automation end to end tests Work with Playwright or similar testing frameworks Learn large scale, cloud native software architectures Work in agile development methodology Gain experience working at a fast-growing, truly colourful company Work closely with senior engineer colleagues and mentors EXPERIENCE AND SKILLS YOU POSSESS: A full-time BSc/MSc student enrolled at a Hungarian university studying Computer Science or related studies Required to complete a mandatory internship during your studies which is no more than 320 hours About the internship: Internship start date: 22nd June, 2026 Duration: 8 weeks (320 hours, 40 hours/week) Recruitment process will end latest by 31st May (or when all roles are fulfilled) The key requirements for the intern role are: Fluent English and interest in an international experience Experience with JavaScript, TypeScript or Cypress, Playwright and would like to extend your skills as a QA engineer Interest in modern testing practices Interest in large scale, international development projects ... and it would be nice if you know: Playwright or similar for Automated testing or understands ISTQB principles Developing automated tests with JavaScript or TypeScript and related testing concepts (unit testing, module testing, integration testing, smoke testing, etc.) Manual testing concepts HERE ARE A FEW BENEFITS YOU CAN EXPECT: Possibility to start a global career in IT in a global and multicultural environment (part-time & full-time upon the completion of your studies) Digital internship program focused on constant innovation and application of emerging technology Possibility to work with clients leading in their industries Internship induction & mentoring program Comprehensive opportunities for additional training and development through our Talent Development programme and online learning platforms A successful employee engagement & community volunteering platform Work extras Cafe Corporate events Bicycle storage Parking Sports facilities Jelentkezem MENTÉS Állás, munka területe(i) IT Development Tester, Test Engineer Budapest Budapest Álláshirdetés jelentése"
